;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
3184;femenino;comercio;fabrica de;castilla;3.0;5.0;2017-09-26;7000000.0;microempresarial
3185;femenino;comercio;miscelanea;san javier no.1;1.0;13.0;2018-07-10;7000000.0;microempresarial
3186;masculino;comercio;joyeria;robledo;2.0;7.0;2018-05-08;7800000.0;microempresarial
3187;masculino;agropecuaria;variedades;juan xxiii la quiebra;1.0;13.0;2018-10-24;1000000.0;microempresarial
3188;femenino;servicio;tienda;enciso;2.0;8.0;2018-06-01;4000000.0;microempresarial
3189;femenino;servicio;panaderia;buenos aires;3.0;9.0;2017-04-27;7377000.0;microempresarial
3190;masculino;agropecuaria;sembrados;santa elena central;2.0;;2019-06-26;7500000.0;agropecuaria
3191;femenino;servicio;carniceria;13 de noviembre;1.0;8.0;2017-10-06;7370000.0;microempresarial
3192;masculino;comercio;almacen de ropa en;centro admtivo;3.0;10.0;2016-11-25;1000000.0;microempresarial
3193;masculino;comercio;variedades;granizal;2.0;1.0;2018-02-21;1000000.0;microempresarial
3194;masculino;comercio;distribuidora de;20 de julio;2.0;13.0;2018-08-16;6000000.0;microempresarial
3195;femenino;comercio;papeleria;san javier no.1;3.0;13.0;2018-05-24;7000000.0;microempresarial
3196;masculino;comercio;granero;manrique central no. 1;1.0;4.0;2018-02-13;7000000.0;microempresarial
3197;femenino;comercio;variedades;campo valdes no. 1;3.0;4.0;2017-11-29;7300000.0;microempresarial
3198;masculino;industria;fabrica de;guayabal;3.0;15.0;2017-04-18;5000000.0;microempresarial
3199;femenino;industria;fabrica de;enciso;1.0;8.0;2017-06-30;6000000.0;microempresarial
3200;femenino;comercio;restaurante;la colina;2.0;15.0;2017-08-24;7000000.0;microempresarial
3201;femenino;servicio;barberia;manrique central no. 1;3.0;4.0;2017-11-09;7300000.0;microempresarial
3202;masculino;industria;fabrica de;calasanz;1.0;12.0;2018-05-22;1500000.0;microempresarial
3203;femenino;comercio;almacen de ropa en;moravia;2.0;4.0;2018-02-26;4000000.0;microempresarial
3204;masculino;comercio;fabrica de;aranjuez;3.0;4.0;2018-02-07;7000000.0;microempresarial
3205;masculino;comercio;billares;santander;3.0;6.0;2016-04-26;6890000.0;microempresarial
3206;femenino;comercio;comidas rapidas;manrique central no. 1;2.0;4.0;2018-06-06;3000000.0;microempresarial
3207;masculino;industria;variedades;san diego;2.0;10.0;2017-08-29;7370000.0;microempresarial
3208;masculino;comercio;comidas rapidas;robledo;3.0;7.0;2017-04-27;7000000.0;microempresarial
3209;masculino;comercio;distribuidora de;santo domingo savio;2.0;1.0;2017-07-19;7000000.0;microempresarial
3210;femenino;comercio;comidas rapidas;los mangos;2.0;8.0;2018-01-17;2500000.0;microempresarial
3211;masculino;servicio;recreativo educativo;belencito;2.0;13.0;2018-02-19;7800000.0;microempresarial
3212;masculino;comercio;almacen de ropa en;manrique central no. 1;3.0;4.0;2019-01-18;8200000.0;microempresarial
3213;femenino;comercio;comidas rapidas;picachito;1.0;6.0;2017-03-02;2000000.0;microempresarial
3214;masculino;servicio;fumigacion;alfonso lopez;3.0;5.0;2018-03-14;3000000.0;microempresarial
3216;femenino;comercio;tienda;granizal;1.0;1.0;2017-10-26;7377000.0;microempresarial
3217;femenino;comercio;tienda;la milagrosa;2.0;9.0;2018-03-07;2500000.0;microempresarial
3218;femenino;comercio;tienda;santa cruz;2.0;2.0;2017-09-28;7300000.0;microempresarial
3220;femenino;industria;fabrica de;robledo;2.0;7.0;2018-04-19;4000000.0;microempresarial
3221;femenino;industria;fabrica de;cabecera san antonio;3.0;;2017-09-27;7000000.0;microempresarial
3222;femenino;industria;fabrica de;francisco antonio zea;2.0;2.0;2017-09-04;6000000.0;microempresarial
3223;femenino;comercio;miscelanea;olaya herrera;1.0;7.0;2018-10-03;7000000.0;microempresarial
3224;femenino;industria;fabrica de;cabecera san antonio;2.0;;2016-06-13;6000000.0;microempresarial
3225;masculino;comercio;restaurante;manrique central no. 2;3.0;3.0;2018-06-21;6000000.0;microempresarial
3226;masculino;comercio;tienda;boyaca;1.0;5.0;2017-01-20;7300000.0;microempresarial
3228;femenino;comercio;fabrica de;andalucia;2.0;2.0;2019-04-29;8281160.0;microempresarial
3229;femenino;servicio;peluqueria;la milagrosa;2.0;9.0;2018-04-04;3500000.0;microempresarial
3230;masculino;industria;montallantas;la milagrosa;3.0;9.0;2017-10-05;6800000.0;microempresarial
3231;masculino;comercio;almacen de ropa en;pedregal;3.0;6.0;2016-11-29;3000000.0;microempresarial
3232;femenino;comercio;fabrica de productos;loreto;3.0;9.0;2018-03-07;7800000.0;microempresarial
3233;masculino;servicio;recreativo educativo;san javier no.1;1.0;13.0;2016-12-07;62000000.0;microempresarial
3234;femenino;servicio;peluqueria;loreto;2.0;9.0;2017-11-16;7377000.0;microempresarial
3235;femenino;servicio;mantenimiento en;centro admtivo;3.0;10.0;2018-05-21;6000000.0;microempresarial
3236;femenino;servicio;mantenimiento en;jesus nazareno;1.0;10.0;2017-01-30;4890000.0;microempresarial
3237;masculino;industria;fabrica de;aranjuez;3.0;4.0;2017-02-10;6500000.0;microempresarial
3238;masculino;servicio;lavanderia;cabecera san cristobal;2.0;;2018-06-20;7500000.0;microempresarial
3239;femenino;servicio;fabrica de helados;doce de octubre no.1;2.0;6.0;2018-02-20;3500000.0;microempresarial
3240;femenino;comercio;comidas rapidas;buenos aires;2.0;9.0;2018-04-09;2000000.0;microempresarial
3241;masculino;comercio;fabrica de calzado;campo valdes no. 1;3.0;4.0;2017-05-23;5000000.0;microempresarial
3242;femenino;servicio;peluqueria;carpinelo;1.0;1.0;2018-03-20;3000000.0;microempresarial
3243;masculino;comercio;tienda;san javier no.1;2.0;13.0;2017-07-11;4000000.0;microempresarial
3244;masculino;industria;sembrados;vrda. santa elena;2.0;;2016-02-16;5000000.0;agropecuaria
3245;femenino;comercio;comidas rapidas;barrio caicedo;2.0;9.0;2017-07-12;7370000.0;microempresarial
3246;masculino;servicio;recreativo educativo;tricentenario;3.0;5.0;2018-04-06;7800000.0;microempresarial
3247;femenino;comercio;papeleria;santa cruz;2.0;2.0;2017-09-27;7300000.0;microempresarial
3248;femenino;comercio;variedades;13 de noviembre;1.0;8.0;2017-07-11;7370000.0;microempresarial
3249;masculino;comercio;variedades;belen;3.0;16.0;2017-07-21;73000000.0;microempresarial
3250;masculino;agropecuaria;sembrados;cabecera san cristobal;2.0;;2017-07-26;14000000.0;agropecuaria
3251;masculino;agropecuaria;viveros;cabecera san cristobal;2.0;;2017-03-03;2000000.0;microempresarial
3252;masculino;comercio;bares;santo domingo savio;1.0;1.0;2016-12-16;3000000.0;microempresarial
3253;femenino;comercio;papeleria;manrique central no. 1;2.0;4.0;2017-09-07;5000000.0;microempresarial
3254;femenino;servicio;cafe e internet;moravia;2.0;4.0;2016-09-14;6890000.0;microempresarial
3255;femenino;comercio;variedades;belen;2.0;16.0;2017-10-30;7377000.0;microempresarial
3257;femenino;servicio;peluqueria;campo valdes no. 1;3.0;4.0;2016-08-05;6890000.0;microempresarial
3258;masculino;industria;fabrica de;santo domingo savio;2.0;1.0;2017-11-16;4000000.0;microempresarial
3260;femenino;industria;fabrica de;pablo vi;2.0;2.0;2016-12-28;6890000.0;microempresarial
3261;femenino;comercio;comidas rapidas;la avanzada;1.0;1.0;2019-02-13;8280000.0;microempresarial
3262;femenino;industria;fabrica de;san javier no.1;1.0;13.0;2018-07-06;5000000.0;microempresarial
3263;femenino;industria;fabrica de;santo domingo savio;2.0;1.0;2016-03-08;4000000.0;microempresarial
3264;masculino;agropecuaria;fumigacion;cabecera san cristobal;2.0;;2019-06-04;2000000.0;microempresarial
3265;femenino;comercio;almacen de ropa en;los alcazares;3.0;13.0;2016-10-19;6800000.0;microempresarial
3266;femenino;comercio;fabrica de alimentos;barrio caicedo;2.0;9.0;2018-07-17;7800000.0;microempresarial
3269;masculino;servicio;barberia;boyaca;3.0;5.0;2017-06-23;7370000.0;microempresarial
3270;masculino;servicio;variedades;villatina;1.0;8.0;2016-11-09;4000000.0;microempresarial
3271;masculino;comercio;comidas rapidas;buenos aires;3.0;9.0;2018-06-22;7800000.0;microempresarial
3273;masculino;servicio;mantenimiento en;el vergel;2.0;;2018-02-13;7800000.0;microempresarial
3275;femenino;comercio;tienda;boyaca;3.0;5.0;2018-05-23;7800000.0;microempresarial
3276;femenino;industria;fabrica de;manrique central no. 2;3.0;3.0;2017-02-23;4000000.0;microempresarial
3277;masculino;comercio;tienda;cabecera san antonio;3.0;;2017-07-24;4000000.0;microempresarial
3278;masculino;industria;fabrica de;san javier no.1;1.0;13.0;2017-09-29;5200000.0;microempresarial
3279;masculino;comercio;miscelanea;campo valdes no. 1;3.0;4.0;2018-11-09;5000000.0;microempresarial
3280;femenino;servicio;barberia;popular;2.0;1.0;2019-06-21;3000000.0;microempresarial
3281;femenino;comercio;peluqueria;calasanz;2.0;12.0;2018-10-30;7600000.0;microempresarial
3282;femenino;comercio;almacen de ropa en;francisco antonio zea;3.0;5.0;2018-08-21;2800000.0;microempresarial
3283;femenino;comercio;variedades;manrique central no. 1;2.0;4.0;2018-12-03;7800000.0;microempresarial
3284;femenino;comercio;peluqueria;pablo vi;2.0;2.0;2018-01-25;6000000.0;microempresarial
3285;femenino;servicio;peluqueria;cordoba;3.0;7.0;2017-01-26;6800000.0;microempresarial
3286;femenino;servicio;comidas rapidas;santa cruz;2.0;2.0;2016-11-22;6890000.0;microempresarial
3287;femenino;servicio;panaderia;aranjuez;1.0;4.0;2017-02-17;7377000.0;microempresarial
3288;femenino;comercio;variedades;santa cruz;2.0;2.0;2017-05-23;7300000.0;microempresarial
3289;femenino;comercio;variedades;popular;2.0;1.0;2018-07-31;7800000.0;microempresarial
3290;femenino;comercio;fabrica de muebles;campo valdes no. 1;3.0;4.0;2019-01-28;8000000.0;microempresarial
3291;femenino;comercio;tienda;robledo;2.0;7.0;2017-05-04;7300000.0;microempresarial
3292;femenino;industria;fabrica de;santander;2.0;6.0;2018-05-22;5000000.0;microempresarial
3293;femenino;servicio;comidas rapidas;enciso;2.0;8.0;2016-03-02;1500000.0;microempresarial
3294;masculino;servicio;variedades;popular;2.0;1.0;2018-01-31;2000000.0;microempresarial
3295;masculino;servicio;mantenimiento en;enciso;1.0;8.0;2018-01-22;3000000.0;microempresarial
3296;femenino;servicio;peluqueria;la milagrosa;2.0;9.0;2017-04-21;4000000.0;microempresarial
3297;femenino;servicio;peluqueria;toscana;3.0;5.0;2018-01-26;7800000.0;microempresarial
3298;femenino;agropecuaria;floristeria;cabecera san cristobal;2.0;;2018-11-21;6000000.0;agropecuaria
3299;masculino;comercio;variedades;buenos aires;3.0;9.0;2018-07-03;4600000.0;microempresarial
3300;femenino;industria;fabrica de calzado;el salvador;3.0;9.0;2019-03-15;3000000.0;microempresarial
3301;femenino;comercio;variedades;la milagrosa;3.0;9.0;2018-08-01;7000000.0;microempresarial
3302;masculino;agropecuaria;ferreteria;belencito;1.0;13.0;2016-08-22;5000000.0;microempresarial
3303;masculino;comercio;almacen de ropa en;centro admtivo;2.0;10.0;2018-05-18;800000.0;microempresarial
3304;femenino;comercio;distribuidora de;santa cruz;2.0;2.0;2017-08-08;5000000.0;microempresarial
3305;masculino;industria;fabrica de;robledo;2.0;7.0;2018-10-25;7000000.0;microempresarial
3306;masculino;industria;reciclaje;las palmas;3.0;10.0;2018-05-31;6000000.0;microempresarial
3307;femenino;comercio;variedades;blanquizal;1.0;13.0;2016-06-03;5000000.0;microempresarial
3308;masculino;comercio;recreativo educativo;robledo;2.0;7.0;2016-03-14;6890000.0;microempresarial
3309;femenino;comercio;tienda;guayabal;3.0;15.0;2018-05-22;7800000.0;microempresarial
3310;femenino;comercio;variedades;santo domingo savio;2.0;1.0;2017-03-17;7370000.0;microempresarial
3311;femenino;servicio;comidas rapidas;20 de julio;1.0;13.0;2016-10-20;6800000.0;microempresarial
3312;femenino;comercio;cafe e internet;manrique central no. 2;2.0;3.0;2018-02-26;2000000.0;microempresarial
3313;masculino;servicio;tienda;la milagrosa;2.0;9.0;2016-08-12;28267614.0;empresarial ed.
3314;masculino;servicio;comidas rapidas;san javier no.1;1.0;13.0;2017-07-05;5000000.0;microempresarial
3315;masculino;servicio;montallantas;belen;2.0;16.0;2016-07-25;6800000.0;microempresarial
3316;femenino;comercio;variedades;manrique central no. 1;2.0;4.0;2017-06-20;7377000.0;microempresarial
3317;femenino;comercio;recreativo educativo;campo valdes no. 1;3.0;4.0;2016-04-12;6890000.0;microempresarial
3318;femenino;comercio;tienda;robledo;2.0;7.0;2018-12-28;7000000.0;microempresarial
3319;femenino;industria;fabrica de;san javier no.1;2.0;13.0;2018-04-10;3000000.0;microempresarial
3320;femenino;industria;fabrica de;el diamante;2.0;7.0;2016-09-16;6890000.0;microempresarial
3321;femenino;comercio;cafeteria;calasanz;3.0;12.0;2017-11-02;7300000.0;microempresarial
3322;masculino;servicio;mantenimiento en;cabecera san antonio;2.0;;2019-06-27;5880000.0;microempresarial
3323;masculino;comercio;distribuidora de;la colina;2.0;15.0;2019-06-13;8200000.0;microempresarial
3324;femenino;comercio;charcuteria;manrique oriental;3.0;3.0;2018-07-04;7000000.0;microempresarial
3325;masculino;comercio;almacen de ropa en;aranjuez;3.0;4.0;2019-01-23;8200000.0;microempresarial
3326;masculino;agropecuaria;criadero de animales;carpinelo;1.0;1.0;2018-11-15;7800000.0;microempresarial
3327;femenino;comercio;variedades;manrique central no. 2;1.0;3.0;2018-01-19;4000000.0;microempresarial
3328;femenino;comercio;carniceria;santo domingo savio;1.0;1.0;2016-05-27;6890000.0;microempresarial
3329;femenino;comercio;comidas rapidas;aranjuez;3.0;4.0;2017-05-05;3000000.0;microempresarial
3330;masculino;servicio;comidas rapidas;girardot;3.0;5.0;2018-03-08;1000000.0;microempresarial
3331;femenino;servicio;variedades;boston;2.0;10.0;2018-03-20;7800000.0;microempresarial
3332;femenino;comercio;cafeteria;manrique central no. 1;2.0;4.0;2017-06-27;4000000.0;microempresarial
3333;femenino;industria;variedades;san javier no.1;3.0;13.0;2018-07-23;5000000.0;microempresarial
3334;femenino;comercio;fabrica de;robledo;2.0;7.0;2019-03-28;8000000.0;microempresarial
3335;masculino;agropecuaria;granero;villatina;1.0;8.0;2017-09-14;3500000.0;microempresarial
3336;masculino;servicio;tienda naturista;kennedy;2.0;6.0;2017-01-23;7300000.0;microempresarial
3337;femenino;comercio;fabrica de alimentos;robledo;2.0;7.0;2016-10-03;6800000.0;microempresarial
3338;masculino;comercio;variedades;enciso;2.0;8.0;2018-08-08;6000000.0;microempresarial
3339;femenino;comercio;almacen de ropa en;cabecera san cristobal;2.0;;2018-03-16;2000000.0;microempresarial
3340;masculino;comercio;tienda;castilla;3.0;5.0;2016-10-10;6000000.0;microempresarial
3341;femenino;comercio;taller de electronica;buenos aires;3.0;9.0;2018-03-20;7800000.0;microempresarial
3342;masculino;comercio;venta de calzado;santa cruz;2.0;2.0;2017-07-28;7370000.0;microempresarial
3343;masculino;comercio;papeleria;robledo;2.0;7.0;2017-07-25;7000000.0;microempresarial
3344;femenino;comercio;tienda;la libertad;2.0;8.0;2017-12-20;5000000.0;microempresarial
3345;femenino;comercio;variedades;san javier no.1;1.0;13.0;2018-10-26;7800000.0;microempresarial
3346;femenino;industria;fabrica de;manrique oriental;2.0;3.0;2018-03-06;7812000.0;microempresarial
3347;masculino;comercio;tienda;toscana;2.0;5.0;2017-07-25;7300000.0;microempresarial
3348;masculino;comercio;barberia;robledo;2.0;7.0;2017-06-01;3000000.0;microempresarial
3349;masculino;industria;panaderia;santa elena central;2.0;;2017-04-03;7000000.0;microempresarial
3350;femenino;industria;fabrica de;san javier no.1;2.0;13.0;2018-09-20;7800000.0;microempresarial
3351;masculino;servicio;barberia;robledo;3.0;7.0;2018-10-03;5000000.0;microempresarial
3352;femenino;industria;fabrica de;andalucia;2.0;2.0;2018-03-14;5000000.0;microempresarial
3353;masculino;servicio;restaurante;santa lucia;3.0;12.0;2019-01-15;4000000.0;microempresarial
3354;femenino;comercio;ferreteria;el salvador;3.0;9.0;2018-03-02;7500000.0;microempresarial
3355;masculino;comercio;tienda;manrique central no. 2;1.0;3.0;2018-05-24;7800000.0;microempresarial
3356;masculino;comercio;variedades;belen;2.0;8.0;2018-10-11;6000000.0;microempresarial
3357;femenino;servicio;peluqueria;picacho;1.0;6.0;2018-12-06;7800000.0;microempresarial
3358;femenino;comercio;comidas rapidas;manrique central no. 2;3.0;3.0;2018-03-01;4000000.0;microempresarial
3359;femenino;servicio;bares;la esperanza;1.0;6.0;2018-01-31;7300000.0;microempresarial
3360;masculino;comercio;distribuidora de;manrique oriental;2.0;3.0;2018-09-21;7800000.0;microempresarial
3361;femenino;comercio;tienda;villatina;1.0;8.0;2017-06-02;7000000.0;microempresarial
3362;masculino;comercio;venta de calzado;las palmas;1.0;10.0;2016-11-17;1500000.0;microempresarial
3363;femenino;comercio;variedades;santo domingo savio;1.0;1.0;2017-06-12;4000000.0;microempresarial
3364;femenino;comercio;tienda de helados;doce de octubre no.1;2.0;6.0;2017-08-14;2000000.0;microempresarial
3365;femenino;comercio;comidas rapidas;playon de los;1.0;2.0;2018-06-07;6000000.0;microempresarial
3366;femenino;servicio;productos de belleza;robledo;3.0;7.0;2017-07-12;7323000.0;microempresarial
3367;femenino;comercio;panaderia;la milagrosa;3.0;9.0;2018-07-19;7800000.0;microempresarial
3368;femenino;servicio;servicios;santander;2.0;6.0;2017-06-22;30000000.0;empresarial ed.
3369;femenino;servicio;taller de mecanica;campo valdes no. 1;2.0;4.0;2016-10-12;6000000.0;microempresarial
3370;masculino;comercio;comidas rapidas;san javier no.1;2.0;13.0;2018-10-30;5000000.0;microempresarial
3371;masculino;industria;carpinteria;manrique central no. 1;2.0;4.0;2017-05-16;7000000.0;microempresarial
3372;masculino;comercio;fabrica de helados;santa elena central;2.0;;2018-03-15;250000.0;microempresarial
3373;femenino;comercio;carniceria;buenos aires;1.0;9.0;2018-05-23;5000000.0;microempresarial
3374;femenino;comercio;variedades;belen;3.0;16.0;2017-03-30;3500000.0;microempresarial
3375;masculino;comercio;variedades;manrique oriental;3.0;3.0;2017-03-03;7377000.0;microempresarial
3376;masculino;servicio;barberia;robledo;2.0;7.0;2016-03-04;2000000.0;microempresarial
3377;masculino;industria;fabrica de;manrique central no. 1;1.0;4.0;2017-11-08;6000000.0;microempresarial
3378;femenino;comercio;tienda;aranjuez;2.0;4.0;2017-02-07;6900000.0;microempresarial
3379;femenino;servicio;variedades;guayabal;3.0;15.0;2017-11-03;7000000.0;microempresarial
3380;femenino;industria;fabrica de;la avanzada;1.0;1.0;2018-06-07;7800000.0;microempresarial
3381;masculino;servicio;publicidad y;castilla;3.0;5.0;2017-12-19;6000000.0;microempresarial
3382;femenino;comercio;tienda;buenos aires;2.0;9.0;2018-02-08;7000000.0;microempresarial
3385;masculino;comercio;comidas rapidas;campo valdes no. 1;3.0;4.0;2017-07-25;7000000.0;microempresarial
